player,player_id,position,Season,Draft Class,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,weighted_blocking_grade,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_rg,snap_counts_rt,snap_counts_te,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_run_block
Jacob South,81901,T,2022,2023,UTAH ST,11,100,1,329,66.8,63.0,68.2,65.6,4,6,296,100,100,97.6,4,12,2,641,0,0,119,0,522,0,641,324,324,317
Eric Abojei,60824,T,2022,2023,WYOMING,12,100,0,351,66.8,63.9,65.2,64.6,2,11,311,100,100,97.3,1,15,2,734,0,0,734,0,0,0,734,320,320,414
Brandon Coleman,123068,G,2021,2024,TCU,11,100,0,305,66.8,80.4,65.1,73.3,0,5,247,100,100,99,4,5,0,479,0,432,19,26,0,1,479,257,257,222
Jermaine Ledbetter,81753,G,2021,2022,NEVADA,12,100,1,239,66.8,66.7,67.8,67.0,0,12,430,100,100,98.6,4,12,0,663,0,663,0,0,0,0,663,461,461,202
Nouredin Nouili,98263,G,2021,2024,NEBRASKA,9,100,0,238,66.8,63.5,67.1,65.3,0,5,228,100,100,98.9,1,5,0,473,0,444,0,29,0,0,473,241,241,232
Dylan Wonnum,81842,T,2021,2023,S CAROLINA,6,100,0,289,66.8,62.5,67.3,64.6,3,2,199,100,100,97.7,1,7,2,378,0,0,0,0,378,0,378,210,210,168
Cade Mays,81995,G,2020,2022,TENNESSEE,7,100,0,307,66.8,69.3,68.4,68.9,1,4,233,100,100,97.6,3,8,3,478,0,0,16,382,67,13,478,249,249,229
Tyler Steen,81921,T,2020,2023,VANDERBILT,9,100,0,333,66.8,66.0,68.0,66.9,1,7,323,100,100,97.8,4,11,3,630,0,0,630,0,0,0,630,343,343,287
Jeremiah Byers,100806,T,2020,2024,UTEP,7,100,0,330,66.8,66.2,63.2,64.7,1,4,140,100,100,98.2,0,5,0,298,0,0,0,0,298,0,298,151,151,147
Kirk Barron,30032,C,2018,2019,PURDUE,13,100,0,273,66.8,79.4,60.8,72.6,2,16,564,100,100,98.2,5,19,1,945,944,0,0,0,0,1,945,600,600,345
Josh Dunlop,60821,T,2018,2020,UTSA,12,100,0,331,66.8,78.3,57.0,70.8,2,14,483,100,100,97.9,1,18,2,768,0,0,73,271,419,5,768,498,498,270
Malcolm Pridgeon,41421,G,2018,2019,OHIO STATE,14,100,1,260,66.8,71.9,68.5,70.4,3,11,591,100,100,98.5,11,16,2,1104,0,1104,0,0,0,0,1104,628,628,476
Justin Herron,46271,T,2017,2020,WAKE,13,100,0,339,66.8,84.6,62.3,73.9,3,11,469,100,100,98.5,13,14,0,934,0,33,898,0,0,1,934,486,486,448
Ryan Bates,28300,T,2017,2019,PENN STATE,10,100,1,266,66.8,73.6,58.7,67.0,2,12,320,100,100,96.9,1,17,3,587,0,0,520,0,67,0,587,328,328,259
Jake Hawk,46203,T,2017,2019,NAVY,13,99.5,0,237,66.8,70.4,65.8,66.5,0,4,115,96.6,96.7,95.7,5,7,3,755,0,0,693,0,6,60,759,118,122,637
Maverick Morris,34741,G,2016,2018,CLEMSON,14,100,0,140,66.8,83.6,64.6,75.8,1,1,179,100,100,99.4,2,2,0,316,0,0,0,298,18,0,316,186,186,130
Terrance Davis,46756,G,2016,2020,MARYLAND,13,99.8,0,215,66.8,76.7,67.4,72.4,2,6,334,100,99.7,97.6,5,12,4,643,0,1,0,642,0,0,644,343,344,300
Alex Dalton,46806,G,2016,2017,OKLAHOMA,6,100,0,261,66.8,72.3,64.5,68.4,0,5,109,100,100,97.7,0,5,0,231,1,0,0,230,0,0,231,115,115,116
Ty Pollard,46997,T,2016,2020,SO MISS,13,100,0,296,66.8,66.4,65.9,66.2,3,16,447,100,100,96.8,3,24,5,874,0,0,0,0,873,0,874,471,471,403
Adrian Goodacre,46717,G,2015,2017,LA LAFAYET,9,100,0,207,66.8,77.8,66.1,72.5,0,3,84,100,100,97,2,4,1,171,0,0,0,171,0,0,171,93,93,78
Evan Mulrooney,18315,C,2015,2016,MARYLAND,12,100,0,215,66.8,65.9,66.5,66.2,5,9,446,100,100,97.3,2,19,5,842,842,0,0,0,0,0,842,465,465,377
Chris Miles,46257,T,2015,2017,N TEXAS,12,100,0,251,66.8,65.4,64.9,65.2,1,14,340,100,100,96.9,1,18,3,623,0,0,1,0,621,1,623,355,355,268
Austin Labus,39269,T,2015,2019,BOWL GREEN,7,100,0,122,66.8,57.4,72.3,64.4,3,5,143,100,100,96.5,2,9,1,285,0,0,0,6,277,2,285,151,151,134
Bryan Oldenkamp,18739,G,2015,2016,NEW MEXICO,13,100,0,241,66.8,53.2,67.8,63.5,0,8,203,100,100,97,2,10,2,737,0,702,0,35,0,0,737,216,216,521
Blaze Ryder,18922,C,2015,2016,NAVY,12,100,0,237,66.8,40.8,66.9,62.1,1,2,119,100,100,96.2,2,6,3,675,675,0,0,0,0,0,675,125,125,550
Mickey Baucus,9811,T,2014,2015,ARIZONA,14,100,1,109,66.8,80.2,63.7,73.2,2,12,600,100,100,97.8,7,20,6,1105,0,0,1105,0,0,0,1105,639,639,466
Scott Inskeep,37770,G,2014,2015,UTSA,11,100,1,331,66.8,79.1,66.4,73.2,0,4,388,100,100,98.7,6,7,3,767,0,767,0,0,0,0,767,413,413,354
Sal Conaboy,14570,C,2014,2015,MARYLAND,13,100,0,215,66.8,84.1,57.4,73.0,0,7,470,100,100,98.6,0,10,3,829,829,0,0,0,0,0,829,484,484,345
Conner Davis,15669,G,2014,2015,VIRGINIA,12,100,0,335,66.8,73.7,67.9,71.1,3,16,357,100,100,97.1,3,20,1,696,0,0,0,696,0,0,696,378,378,318
Cameron Jefferson,10006,T,2014,2015,ARKANSAS,10,100,0,111,66.8,71.0,62.8,65.8,0,1,42,100,100,98.8,0,1,0,119,0,0,61,0,0,58,119,44,44,75
Michael Campbell,22133,T,2014,2015,UCF,7,100,0,323,66.8,55.8,75.5,64.5,2,4,98,100,100,96.9,1,6,0,183,0,142,33,0,0,8,183,102,102,81
Wes King,157673,G,2023,2024,WYOMING,13,100,1,351,66.7,75.1,64.8,69.9,4,11,290,100,100,97.4,4,15,0,606,0,606,0,0,0,0,606,300,300,306
Kaci Moreka,91693,T,2022,2024,N TEXAS,12,100,1,251,66.7,81.5,57.1,69.6,1,2,189,100,100,98.7,2,4,1,391,0,0,351,0,40,0,391,200,200,191
Andrew Coker,99459,T,2022,2024,TCU,12,99.9,1,305,66.7,68.8,68.0,68.4,3,11,379,99.7,99.7,97.6,7,16,2,782,0,0,6,15,756,6,783,396,397,386
Parker Bisek,98060,G,2021,2022,TOLEDO,5,100,0,316,66.7,65.3,70.6,68.7,0,1,46,100,100,98.9,2,1,0,126,24,0,0,102,0,0,126,46,46,80
Ethan White,98418,G,2021,2023,FLORIDA,8,100,0,163,66.7,65.8,66.5,66.1,0,6,214,100,100,98.6,1,6,0,448,0,448,0,0,0,0,448,226,226,222
Ryan Hayes,84003,T,2021,2023,MICHIGAN,14,100,0,222,66.7,64.6,64.4,64.5,5,19,405,100,100,96.3,2,27,3,928,0,0,920,0,0,8,928,427,427,501
Brock Hoffman,54535,C,2020,2022,VA TECH,11,100,0,337,66.7,68.6,67.8,68.2,0,3,295,100,100,98.5,8,6,3,725,725,0,0,0,0,0,725,323,323,402
Marcellus Johnson,77529,T,2020,2023,E MICHIGAN,6,100,1,160,66.7,71.3,62.7,67.6,1,4,235,100,100,98.5,1,6,1,439,0,0,437,0,1,0,439,249,249,190
Garrett Curran,81596,G,2020,2024,BOISE ST,7,99.8,0,120,66.7,66.1,69.1,67.4,3,7,253,100,100,97.2,2,12,2,462,0,462,0,0,0,0,463,265,265,197
Luke Doerger,41758,G,2020,2021,TOLEDO,6,100,0,316,66.7,68.4,64.8,66.9,4,9,212,100,100,96,0,15,2,385,8,339,0,38,0,0,385,224,224,161
Donovan Laie,81553,G,2020,2022,ARIZONA,5,100,1,109,66.7,64.4,65.6,64.9,1,5,201,100,100,98,2,7,1,344,0,222,122,0,0,0,344,212,212,132
Tykeem Doss,121454,G,2020,2023,SO MISS,10,99.8,0,296,66.7,60.7,67.7,64.5,3,5,195,99.5,99.5,96.9,1,10,2,443,0,419,1,0,0,23,444,202,203,241
Donell Stanley,46747,C,2019,2020,S CAROLINA,12,100,0,289,66.7,82.0,58.5,72.8,0,3,512,100,100,99.5,2,4,1,877,813,64,0,0,0,0,877,535,535,342
Caleb Bright,40877,T,2019,2020,BOWL GREEN,11,100,2,122,66.7,77.4,62.2,69.7,3,11,345,100,100,97.7,5,15,1,731,0,1,730,0,0,0,731,359,359,372
Hakeem Adeniji,45419,T,2019,2020,KANSAS,12,100,2,198,66.7,72.7,62.1,68.1,1,5,426,100,100,98.6,5,9,3,798,0,0,786,0,0,12,798,450,450,348
Cordel Iwuagwu,46201,G,2018,2020,TCU,5,100,0,305,66.7,86.1,63.2,74.6,0,1,130,100,100,98.8,1,2,1,270,0,270,0,0,0,0,270,134,134,136
Justin Witt,41782,T,2018,2021,NC STATE,12,100,0,248,66.7,75.2,61.0,68.5,2,13,404,100,100,97.9,4,16,1,795,0,0,0,0,777,18,795,421,421,374
Venzell Boulware,37127,G,2018,2019,MIAMI FL,13,100,0,220,66.7,70.5,65.8,68.2,0,4,193,100,100,98.4,2,5,1,393,0,286,0,97,0,9,393,200,200,193
Conner Olson,41504,G,2018,2022,MINNESOTA,13,100,0,225,66.7,71.7,64.2,67.7,2,7,389,100,100,97.8,2,13,4,889,0,888,0,0,0,0,889,416,416,473
Johnny Jordan,59835,C,2018,2023,MARYLAND,11,100,0,215,66.7,71.6,64.0,67.3,1,11,222,100,100,97.3,1,12,0,548,548,0,0,0,0,0,548,235,235,313
Sidy Sow,59675,T,2018,2023,E MICHIGAN,13,99.8,1,160,66.7,67.6,65.3,66.5,1,11,268,99.6,99.6,96.6,3,15,3,544,0,0,532,0,0,11,545,284,285,260
Darryl Williams,36957,G,2017,2020,MISS STATE,13,100,0,227,66.7,72.5,66.4,68.9,2,10,312,100,100,98.1,4,12,0,815,0,815,0,0,0,0,815,333,333,482
Brad North,29604,C,2017,2018,NWESTERN,13,100,0,256,66.7,72.6,62.0,67.7,3,15,510,100,100,97.3,3,23,5,996,996,0,0,0,0,0,996,533,533,463
Willie Wright,46989,T,2017,2019,TULSA,12,100,1,320,66.7,62.1,67.1,65.0,1,18,354,100,100,96.5,4,22,3,923,0,0,1,0,914,8,923,382,382,541
Brandon Knight,25018,T,2016,2019,INDIANA,8,100,1,190,66.7,75.6,64.4,70.4,2,6,247,100,100,97.6,4,10,2,480,0,0,68,0,401,11,480,256,256,224
Josh Cooper,46146,G,2016,2017,OHIO,13,100,1,259,66.7,74.1,66.3,70.3,4,8,356,100,100,97.8,5,14,2,744,0,744,0,0,0,0,744,383,383,361
Samson Bailey,39521,C,2016,2019,MISSOURI,9,100,0,229,66.7,76.4,62.9,70.1,2,5,322,100,100,98.9,2,7,0,628,628,0,0,0,0,0,628,336,336,292
Stephon McCray,21634,G,2016,2017,ARIZONA ST,10,100,1,110,66.7,71.0,67.3,69.4,4,13,369,100,100,97.4,5,18,1,695,70,51,0,574,0,0,695,392,392,303
Alex Kelley,21950,C,2016,2017,COLORADO,13,100,1,143,66.7,71.2,67.1,69.2,4,22,499,100,100,97,8,28,2,988,988,0,0,0,0,0,988,518,518,470
Adam Pankey,12114,T,2016,2017,W VIRGINIA,12,100,0,343,66.7,69.3,65.9,67.6,3,14,398,100,100,96.9,4,21,4,841,0,146,694,0,0,1,841,417,417,424
A.T. Hall,47000,T,2016,2019,STANFORD,13,99.9,1,300,66.7,58.1,70.9,65.0,7,16,359,99.7,99.7,95.1,10,29,6,834,0,0,708,0,112,14,835,384,385,450
RJ Hollis,47012,T,2016,2017,HAWAII,14,99.9,0,180,66.7,63.9,65.2,64.5,1,22,497,99.8,99.8,96.9,3,27,4,957,0,0,2,0,954,0,958,535,536,422
Gabe Mobley,26119,C,2015,2019,GA STATE,12,100,0,175,66.7,70.6,67.5,69.4,1,13,474,100,100,98.5,5,14,0,829,829,0,0,0,0,0,829,503,503,326
Christian Matau,28467,C,2015,2017,E CAROLINA,7,100,0,156,66.7,70.2,63.2,67.2,1,3,190,100,100,97.4,1,7,3,345,289,21,0,35,0,0,345,196,196,149
Jake Smith,9888,G,2014,2015,LOUISVILLE,13,100,1,210,66.7,77.2,65.2,71.7,3,9,470,100,100,97.9,6,16,4,895,72,485,0,338,0,0,895,483,483,412
Cameron Tom,12227,C,2014,2017,SO MISS,12,99.8,0,296,66.7,75.3,60.2,69.8,1,9,540,100,100,98.3,0,14,4,885,887,0,0,0,0,0,887,563,563,322
Jens Danielsen,18482,T,2014,2016,LA TECH,13,100,0,208,66.7,69.0,64.8,66.9,4,5,279,100,100,97.7,6,11,2,580,0,0,469,0,100,11,580,295,295,285
Darryl Baldwin,9857,T,2014,2015,OHIO STATE,15,100,0,260,66.7,71.0,61.0,65.8,6,17,470,100,100,97.1,0,25,2,1002,0,0,16,0,982,4,1002,485,485,517
Charles Turner,99102,C,2023,2024,LSU,13,100,0,211,66.6,80.2,65.1,74.4,1,7,448,100,100,98.9,10,9,1,763,763,0,0,0,0,0,763,471,471,292
Marist Talavou,72200,G,2023,2024,S JOSE ST,12,100,0,285,66.6,83.8,63.3,74.3,0,8,371,100,100,98.7,4,9,1,738,0,0,0,738,0,0,738,396,396,342
Mehki Butler,147056,G,2023,2024,ARK STATE,13,100,1,113,66.6,68.3,65.9,67.2,3,13,434,100,100,97.2,2,20,4,841,0,841,0,0,0,0,841,455,455,386
Cooper Fordham,173674,C,2023,2024,LA LAFAYET,5,100,1,207,66.6,65.4,67.1,66.0,0,0,100,100,100,97,2,3,3,169,169,0,0,0,0,0,169,107,107,62
PJ Williams,158685,T,2023,2024,SMU,13,99.7,1,287,66.6,66.6,63.7,65.2,0,4,193,99.5,99.5,98.4,2,5,1,393,0,47,285,0,50,11,394,207,208,186
Cam'Ron Johnson,101018,G,2023,2024,MISSOURI,13,100,0,229,66.6,53.9,73.3,63.6,1,14,409,100,100,97.7,11,17,2,869,0,1,0,867,0,0,869,434,434,435
Chandler Dolphin,60187,C,2022,2023,UTAH ST,12,100,0,329,66.6,71.0,66.5,68.8,2,9,423,100,100,98.7,8,11,0,893,893,0,0,0,0,0,893,461,461,432
Jacob Isaia,81727,G,2022,2024,FRESNO ST,12,100,0,169,66.6,70.7,65.3,68.5,2,3,228,100,100,97.6,2,8,3,421,0,376,1,42,0,0,421,248,248,173
Johari Branch,63466,C,2022,2023,MARYLAND,12,100,0,215,66.6,65.5,67.2,66.2,0,11,448,100,100,98.1,5,14,3,814,552,138,0,123,1,0,814,476,476,338
Barrett Miller,100562,T,2022,2024,STANFORD,8,100,0,300,66.6,44.8,75.0,55.6,0,6,183,100,100,95.6,0,11,5,301,0,0,42,49,206,3,301,193,193,108
Logan Long,60928,T,2021,2022,KANSAS ST,11,100,0,199,66.6,70.8,68.0,69.3,1,3,72,100,100,97.2,2,4,0,163,0,0,1,0,162,0,163,78,78,85
Tope Imade,41569,G,2021,2022,TEXAS,9,100,1,311,66.6,65.2,70.7,67.8,1,5,221,100,100,97.7,5,8,2,436,0,0,0,436,0,0,436,232,232,204
Robert Scott Jr.,122415,T,2021,2024,FLORIDA ST,11,100,0,167,66.6,63.5,64.3,63.8,2,16,381,100,100,95.8,1,25,7,707,0,0,393,0,308,6,707,408,408,299
Gene Pryor,75851,T,2020,2022,HAWAII,8,100,0,180,66.6,74.5,65.6,71.2,1,9,360,100,100,97.5,6,14,4,607,0,0,0,0,607,0,607,380,380,227
Tyler Orsini,101264,C,2020,2022,NEVADA,9,100,0,239,66.6,73.7,64.2,70.4,5,10,390,100,100,97.8,3,16,1,637,637,0,0,0,0,0,637,416,416,221
Blake Hickey,99251,G,2020,2021,TCU,4,100,0,305,66.6,67.9,69.0,68.6,1,2,61,100,100,97.5,2,3,0,178,0,5,0,173,0,0,178,63,63,115
Avery Jones,77352,G,2020,2024,E CAROLINA,9,100,0,156,66.6,59.7,67.6,63.4,1,10,283,100,100,97.7,1,12,1,572,0,572,0,0,0,0,572,302,302,270
Gunnar Vogel,41644,T,2020,2021,NWESTERN,9,100,0,256,66.6,50.8,71.2,60.7,8,17,334,100,100,96,0,26,1,668,0,0,0,0,668,0,668,345,345,323
Taaga Tuulima,38661,C,2019,2021,HAWAII,15,100,1,180,66.6,79.3,59.4,72.8,2,20,693,100,100,98.4,5,22,0,1069,1069,0,0,0,0,0,1069,720,720,349
Zach Tom,55443,C,2019,2022,WAKE,13,100,0,339,66.6,79.4,59.4,70.2,1,11,530,100,100,98.9,0,12,0,1030,1030,0,0,0,0,0,1030,555,555,475
Christian Haynes,77339,G,2019,2024,UCONN,12,100,1,146,66.6,65.3,69.0,67.0,2,14,436,100,100,97,7,21,5,835,0,0,0,835,0,0,835,455,455,380
Victor Johnson,36507,T,2019,2020,APP STATE,14,100,0,108,66.6,66.4,65.8,66.1,4,15,327,100,100,97.1,5,19,0,753,0,0,749,0,0,4,753,343,343,410
Brey Walker,77446,G,2019,2024,OKLAHOMA,6,100,0,261,66.6,64.8,66.0,65.4,0,4,90,100,100,97.8,1,4,0,178,0,0,0,178,0,0,178,94,94,84
Justin Witt,41782,T,2019,2021,NC STATE,5,100,0,248,66.6,59.2,72.2,64.2,2,4,177,100,100,97.7,2,7,1,302,0,0,0,0,301,1,302,187,187,115
Yazeed Atariwa,30682,G,2019,2020,TOLEDO,9,100,0,316,66.6,60.9,66.8,63.6,1,3,156,100,100,98.1,0,5,1,295,0,46,0,249,0,0,295,161,161,134
Isaac Mcclain,59928,T,2018,2019,NEW MEX ST,12,100,0,242,66.6,78.7,53.9,71.2,2,23,622,100,100,96.9,4,32,7,925,0,0,0,133,792,0,925,646,646,279
Darren Drake,37207,G,2018,2019,CHARLOTTE,12,100,0,136,66.6,69.9,66.1,67.9,1,10,351,100,100,96.7,4,17,6,787,15,508,0,264,0,0,787,370,370,417
Brandon Knight,25018,T,2018,2019,INDIANA,12,100,2,190,66.6,70.5,62.3,67.5,4,27,522,100,100,96.6,5,33,2,896,0,0,0,0,896,0,896,567,567,329
Greg Fecanin,60156,C,2018,2021,UAB,8,100,0,321,66.6,73.2,64.4,67.3,0,1,96,100,100,99.5,1,1,0,302,283,0,0,15,0,1,302,100,100,202
Garrett Campbell,31663,G,2017,2019,CINCINNATI,12,100,0,138,66.6,83.8,60.8,74.3,0,9,420,100,100,98.9,2,9,0,760,0,685,1,62,12,0,760,445,445,315
Sean Krepsz,46101,C,2017,2019,NEVADA,12,100,0,239,66.6,78.2,60.4,71.4,1,13,481,100,100,98.3,2,15,1,825,825,0,0,0,0,0,825,511,511,314
J.P. Quinn,26384,C,2017,2018,C MICHIGAN,13,100,0,134,66.6,78.5,61.0,71.0,4,11,512,100,100,98.5,3,15,0,941,683,1,0,256,0,0,941,537,537,404
Travis Bruffy,42074,T,2017,2020,TEXAS TECH,11,100,0,315,66.6,62.2,66.1,63.7,5,20,496,100,100,96.9,4,28,3,864,0,0,861,0,0,3,864,522,522,342
Garrett Gunter,45013,G,2017,2018,N TEXAS,5,100,0,251,66.6,45.1,69.4,58.4,1,2,48,100,100,94.8,0,4,1,108,0,29,0,79,0,0,108,49,49,59
Kenny Thomas,47023,G,2016,2019,LOUISVILLE,10,99.3,0,210,66.6,80.7,61.7,69.4,0,2,58,98.3,98.4,98.3,1,2,0,149,0,21,40,25,59,5,150,61,62,88
Justin Polu,28976,G,2016,2020,UNLV,12,100,0,325,66.6,71.9,64.3,67.6,1,10,331,100,100,98.3,1,11,0,800,0,0,0,800,0,0,800,346,346,454
Mike Horton,25577,G,2016,2020,AUBURN,11,99.3,0,115,66.6,82.1,64.9,66.9,0,0,17,94.4,94.4,100,0,0,0,147,0,0,0,146,0,1,148,17,18,130
Tre'Vour Wallace-Simms,41855,T,2016,2020,MISSOURI,9,100,0,229,66.6,66.7,64.1,64.9,0,2,34,100,100,97.1,1,2,0,116,0,0,38,0,78,0,116,37,37,79
Matt Nord,46982,T,2016,2018,W KENTUCKY,10,100,0,346,66.6,66.0,64.0,64.8,1,3,66,100,100,95.5,0,5,1,167,0,0,150,0,14,1,167,70,70,97
Jeremiah Culbreth,46329,T,2015,2019,GA SOUTHRN,13,100,0,174,66.6,56.4,66.5,64.5,3,8,139,100,100,96,3,11,0,782,0,0,779,0,3,0,782,154,154,628
Anthony Kyles,47279,G,2015,2016,UTEP,8,100,0,330,66.6,56.6,70.9,63.4,1,6,106,100,100,96.7,1,7,0,211,0,0,8,184,0,19,211,111,111,100
Viane Talamaivao,46810,G,2015,2018,USC,13,100,1,326,66.6,59.5,67.5,63.4,6,21,368,100,100,96.1,2,28,1,749,0,0,0,749,0,0,749,386,386,363
Cameron Cermin,46905,T,2015,2017,PURDUE,12,100,0,273,66.6,58.9,67.7,62.2,6,20,394,100,100,95.7,1,30,4,661,0,0,170,0,482,9,661,410,410,251
Austin Schmidt,46251,T,2014,2017,ILLINOIS,10,99.7,0,187,66.6,80.4,57.5,72.0,4,9,224,100,99.6,96.7,3,14,1,369,0,0,368,0,0,1,370,235,236,134
Dyshon Sims,46625,G,2014,2018,GEORGIA,7,100,0,173,66.6,85.0,63.9,70.0,0,0,29,100,100,100,0,0,0,100,0,0,0,100,0,0,100,29,29,71
Brandon Manosalvas,23785,G,2014,2018,BUFFALO,7,100,0,126,66.6,55.9,69.1,63.3,0,5,77,100,100,96.8,2,5,0,184,29,0,0,154,0,1,184,81,81,103
Payne He'Bert,81773,G,2023,2024,UTSA,9,100,0,331,66.5,71.0,64.7,67.6,0,0,64,100,100,98.4,0,1,1,140,0,140,0,0,0,0,140,64,64,76
Will Jados,145817,T,2023,2024,MIAMI OH,14,100,0,221,66.5,63.0,67.3,65.3,3,10,352,100,100,97.3,3,16,3,789,0,0,777,0,0,12,789,372,372,417
Quinn Carroll,98517,T,2023,2024,MINNESOTA,13,99.9,0,225,66.5,47.6,71.0,60.4,6,18,359,99.7,99.7,96.4,0,25,1,841,0,0,0,1,831,10,842,381,382,460
Nick Weber,59684,C,2022,2023,FAU,12,100,0,165,66.5,85.2,61.1,73.3,1,6,413,100,100,98.9,4,8,1,852,852,0,0,0,0,0,852,431,431,421
Cedrice Paillant,129895,G,2022,2023,MARSHALL,11,100,0,214,66.5,81.4,63.5,72.5,0,4,259,100,100,99.2,3,4,0,542,0,542,0,0,0,0,542,272,272,270
Robert Haskins,77575,T,2022,2023,USC,11,100,1,326,66.5,62.2,66.3,63.9,1,20,331,100,100,96.5,2,22,1,597,0,0,597,0,0,0,597,356,356,241
Walter Rouse,100564,T,2022,2024,STANFORD,10,100,0,300,66.5,54.4,70.2,59.8,5,11,400,100,100,96.7,1,21,5,650,0,0,650,0,0,0,650,427,427,223
Thomas Sargeant,41824,C,2021,2022,LIBERTY,13,100,0,206,66.5,73.8,66.2,70.7,2,9,478,100,100,98.2,9,14,3,865,865,0,0,0,0,0,865,512,512,353
Ricky Stromberg,99066,C,2020,2023,ARKANSAS,9,100,1,111,66.5,63.9,69.7,66.4,1,2,331,100,100,99.2,5,4,1,628,628,0,0,0,0,0,628,355,355,273
Andrew Smith Jr.,81873,C,2020,2022,UAB,9,100,0,321,66.5,58.8,69.7,65.3,3,3,175,100,100,98.3,4,6,0,454,378,76,0,0,0,0,454,183,183,271
Aaron Mitchell,46066,C,2017,2018,FRESNO ST,14,100,0,169,66.5,78.5,63.6,71.4,3,7,483,100,100,98.8,6,11,1,953,952,0,0,0,0,0,953,502,502,451
Will Bryan,46113,T,2017,2019,GA TECH,11,100,0,176,66.5,55.6,66.4,64.0,0,5,112,100,100,96,2,7,2,526,0,0,87,216,208,15,526,119,119,407
Wil Freeman,12029,T,2016,2017,SO MISS,13,100,0,296,66.5,71.2,62.2,67.0,9,8,391,100,100,96.8,4,21,4,769,0,0,763,0,0,1,769,411,411,358
Barrett Gouger,45558,C,2016,2017,VANDERBILT,13,100,0,333,66.5,64.5,66.1,65.3,8,12,440,99.8,99.8,97.5,4,21,1,917,917,0,0,0,0,0,917,465,466,452
Isaiah Folasa-Lutui,16794,G,2015,2016,NEW MEX ST,10,100,3,242,66.5,65.1,73.6,68.3,3,13,410,100,100,97.3,10,19,3,687,0,687,0,0,0,0,687,429,429,258
Fahn Cooper,10808,T,2015,2016,OLE MISS,13,100,0,226,66.5,66.0,63.6,65.0,4,13,494,100,100,97.9,3,19,2,867,0,0,469,0,394,4,867,521,521,346
Chris Brown,46374,T,2015,2019,CHARLOTTE,8,100,0,136,66.5,53.9,67.4,61.8,2,3,98,100,100,94.4,0,8,3,238,0,0,236,0,0,1,238,99,99,139
Angelo Mangiro,17322,C,2014,2016,PENN STATE,13,100,2,266,66.5,79.7,64.5,73.9,3,9,571,100,100,98.6,11,14,2,962,730,23,0,18,190,0,962,598,598,364
Brynjar Gudmundsson,17747,T,2014,2016,USF,12,100,0,327,66.5,74.2,63.1,69.2,2,17,399,100,100,96.6,3,23,4,763,0,146,0,75,538,4,763,422,422,341
Kyle Hergel,87427,G,2023,2024,BOSTON COL,13,99.9,0,121,66.4,85.1,67.7,76.2,2,3,424,100,99.8,99.4,11,5,0,927,4,921,0,1,0,1,928,451,452,476
Miles Frazier,123626,G,2023,2024,LSU,13,100,0,211,66.4,82.4,59.8,73.4,1,4,454,100,100,99.2,2,6,1,785,0,0,0,785,0,0,785,474,474,311
Paul Maile,82512,G,2023,2024,BYU,11,100,0,128,66.4,79.7,58.9,70.7,2,7,383,100,100,98.8,0,9,0,713,317,396,0,0,0,0,713,404,404,309
Bram Walden,146538,T,2023,2024,ARIZONA ST,6,100,0,110,66.4,75.8,57.2,69.5,1,4,241,100,100,98.5,2,6,1,383,0,0,380,0,0,3,383,254,254,129
LaDarius Henderson,98275,G,2022,2024,ARIZONA ST,6,100,0,110,66.4,77.1,62.0,70.7,0,2,194,100,100,99,0,3,1,361,0,361,0,0,0,0,361,209,209,152
Carter Warren,60023,T,2022,2023,PITTSBURGH,4,100,0,268,66.4,81.5,60.3,69.9,0,3,102,100,100,97.5,2,4,1,234,0,0,234,0,0,0,234,106,106,128
Dallas Holliday,81595,G,2022,2023,BOISE ST,4,100,0,120,66.4,80.7,63.7,69.4,0,1,33,100,100,98.5,1,1,0,101,0,68,0,31,0,0,101,34,34,67
Gus Hartwig,129814,C,2021,2024,PURDUE,13,100,1,273,66.4,71.3,63.0,68.5,0,11,610,100,100,98.4,4,15,4,971,970,0,0,0,0,1,971,640,640,331
Marcellus Johnson,77529,T,2021,2023,E MICHIGAN,13,100,0,160,66.4,70.7,59.3,66.1,4,13,524,100,100,97.4,1,22,5,911,0,0,911,0,0,0,911,540,540,371
Bill Kuduk,59777,T,2021,2022,KENT STATE,14,100,0,201,66.4,63.4,66.0,64.7,3,18,485,100,100,97,7,25,4,1077,0,0,1072,0,1,2,1077,527,527,550
Pat Bartlett,55191,G,2021,2023,GA STATE,13,100,0,175,66.4,56.8,68.2,63.3,3,8,362,100,100,98.2,5,12,1,892,0,0,0,890,0,0,892,380,380,512
McKade Mettauer,100537,G,2020,2024,CAL,4,100,0,130,66.4,72.7,65.8,70.1,1,2,154,100,100,98.4,2,4,1,262,0,0,0,262,0,0,262,163,163,99
Jovaughn Gwyn,81839,G,2020,2023,S CAROLINA,10,100,1,289,66.4,73.8,63.5,69.0,3,9,346,100,100,98,3,13,1,675,0,0,0,672,0,0,675,363,363,312
Matthew Cindric,81604,G,2020,2023,CAL,4,100,1,130,66.4,69.9,64.3,67.7,0,4,142,100,100,97.9,1,5,1,249,0,235,0,14,0,0,249,152,152,97
